,From Bank,To Bank,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
397,162149,22432,36540.81,US Dollar,36540.81,US Dollar,ACH,1
398,20,16505,75.11,Euro,75.11,Euro,Cash,0
399,12,237246,47.15,US Dollar,47.15,US Dollar,ACH,0
400,25856,222654,12104.72,Euro,12104.72,Euro,Credit Card,0
401,24070,212854,65.95,Euro,65.95,Euro,Credit Card,0
402,116473,23041,30.35,US Dollar,30.35,US Dollar,Cheque,0
403,18,53736,133.01,Swiss Franc,133.01,Swiss Franc,Cheque,0
404,70,275158,0.033694,Bitcoin,0.033694,Bitcoin,Bitcoin,0
405,11314,25634,595.34,Euro,595.34,Euro,Cheque,0
406,21444,24029,230687.88,Euro,230687.88,Euro,Cheque,0
407,29,8,41.36,UK Pound,41.36,UK Pound,Credit Card,0
408,124273,164132,2443.48,US Dollar,2443.48,US Dollar,Cheque,0
409,531,22890,174.54,US Dollar,174.54,US Dollar,ACH,1
410,498,232814,425.91,Euro,425.91,Euro,ACH,0
411,349,20,3551.11,US Dollar,3551.11,US Dollar,ACH,1
412,8,8,23.31,Canadian Dollar,23.31,Canadian Dollar,Reinvestment,0
413,18,163470,897.89,Saudi Riyal,897.89,Saudi Riyal,Cheque,0
414,0,1595,2240.85,Euro,2240.85,Euro,ACH,1
415,115,263186,775.02,Saudi Riyal,775.02,Saudi Riyal,Cheque,0
416,240728,129402,3255.68,US Dollar,3255.68,US Dollar,ACH,1
417,70,167780,6449.37,Saudi Riyal,6449.37,Saudi Riyal,Cheque,1
418,1639,425,13862.57,Euro,13862.57,Euro,ACH,1
419,20,1394,3284.72,US Dollar,3284.72,US Dollar,ACH,1
420,136606,36242,1080.1,Canadian Dollar,1080.1,Canadian Dollar,ACH,1
421,115690,0,4103.01,Euro,4103.01,Euro,ACH,1
422,263186,216,2725.96,Saudi Riyal,2725.96,Saudi Riyal,ACH,0
423,167860,163897,17287.66,Saudi Riyal,17287.66,Saudi Riyal,ACH,1
424,1217,215187,318.89,US Dollar,318.89,US Dollar,Cash,0
425,425,1807,183.59,US Dollar,183.59,US Dollar,ACH,1
426,27,7080,3082.62,Yuan,3082.62,Yuan,Credit Card,0
427,20,11255,6159.81,US Dollar,6159.81,US Dollar,ACH,1
428,14,423,34.93,Euro,34.93,Euro,Credit Card,0
429,11,1595,4187.76,Euro,4187.76,Euro,ACH,1
430,14195,24027,1431.28,Euro,1431.28,Euro,ACH,1
431,37567,166292,787.45,Euro,787.45,Euro,ACH,1
432,15109,229637,492.61,Euro,492.61,Euro,Credit Card,0
433,241204,142513,3352.84,Australian Dollar,3352.84,Australian Dollar,ACH,1
434,211524,113579,1962.83,Yuan,1962.83,Yuan,Credit Card,0
435,238669,11,12141.66,Canadian Dollar,12141.66,Canadian Dollar,ACH,1
436,5383,600,624.25,Euro,624.25,Euro,ACH,1
437,1422,2368,6922.22,US Dollar,6922.22,US Dollar,Credit Card,0
438,215721,218057,1398.4,US Dollar,1398.4,US Dollar,ACH,1
439,211,53736,471.56,Swiss Franc,471.56,Swiss Franc,Credit Card,0
440,250944,22435,3028.12,US Dollar,3028.12,US Dollar,ACH,1
441,70,59247,37753.73,Euro,37753.73,Euro,Cash,0
442,1439,25400,6406.33,Euro,6406.33,Euro,ACH,1
443,11437,2293,9173.11,Euro,9173.11,Euro,Cheque,0
444,23760,8814,2811.15,US Dollar,2811.15,US Dollar,Cash,0
445,38929,27356,1010.86,Yuan,1010.86,Yuan,ACH,0
446,169489,274940,0.255147,Bitcoin,0.255147,Bitcoin,Bitcoin,1
447,498,12,13673.2,US Dollar,13673.2,US Dollar,ACH,1
448,12386,17036,280.37,Euro,280.37,Euro,Wire,0
449,12202,0,323.37,Euro,323.37,Euro,Cheque,0
450,14162,28958,445.12,US Dollar,445.12,US Dollar,Cheque,0
451,11314,3671,40632.04,Euro,40632.04,Euro,Wire,0
452,3,21316,743.23,Euro,743.23,Euro,Cheque,0
453,214554,6090,32.69,Euro,32.69,Euro,Cash,0
454,25526,214107,323469.61,US Dollar,323469.61,US Dollar,Cheque,0
455,70,49411,13.54,Brazil Real,13.54,Brazil Real,Credit Card,1
456,237078,259304,2733.24,US Dollar,2733.24,US Dollar,ACH,0
457,36975,238058,50464.41,Canadian Dollar,50464.41,Canadian Dollar,Cheque,0
458,70,12966,18752.69,US Dollar,18752.69,US Dollar,Credit Card,1
459,24633,221284,377.9,US Dollar,377.9,US Dollar,Cheque,0
460,70,10488,6373.5,Yuan,6373.5,Yuan,Cheque,1
461,17831,27175,230.07,US Dollar,230.07,US Dollar,Credit Card,0
462,70,273006,3.003087,Bitcoin,3.003087,Bitcoin,Bitcoin,0
463,1439,0,17651.28,Euro,17651.28,Euro,ACH,1
464,1776,531,11016.33,US Dollar,11016.33,US Dollar,ACH,1
465,12,1217,6738.92,US Dollar,6738.92,US Dollar,ACH,1
466,12,19836,12177.29,Yen,12177.29,Yen,Credit Card,0
467,171316,270290,40.851773,Bitcoin,40.851773,Bitcoin,Bitcoin,0
468,70,123496,6736.05,Euro,6736.05,Euro,Credit Card,1
469,70,40989,3760.23,Australian Dollar,3760.23,Australian Dollar,Cash,0
470,425,11265,3038.65,US Dollar,3038.65,US Dollar,ACH,1
471,2557,0,3286.74,Euro,3286.74,Euro,ACH,1
472,66930,263186,3478.98,Saudi Riyal,3478.98,Saudi Riyal,ACH,0
473,3100,394,1425.83,US Dollar,1425.83,US Dollar,Cheque,0
474,219815,23848,4012.58,Euro,4012.58,Euro,ACH,1
475,223281,23494,273938.98,Rupee,273938.98,Rupee,ACH,1
476,70,15885,179893.17,Yuan,179893.17,Yuan,Credit Card,1
477,26,28335,8105.39,Yuan,8105.39,Yuan,Credit Card,0
478,11255,11255,0.000258,Bitcoin,3.07,US Dollar,ACH,0
479,263186,263186,146403.88,Saudi Riyal,146403.88,Saudi Riyal,Reinvestment,0
480,70,224266,842.37,Euro,842.37,Euro,Cheque,1
481,215571,210472,5297.15,US Dollar,5297.15,US Dollar,Cheque,0
482,70,22185,2629.99,US Dollar,2629.99,US Dollar,Cheque,0
483,0,16679,7131.01,US Dollar,7131.01,US Dollar,Credit Card,0
484,1231,1639,9670.46,US Dollar,9670.46,US Dollar,Credit Card,0
485,20,224,12544.22,US Dollar,12544.22,US Dollar,ACH,1
486,14620,25400,263.15,Euro,263.15,Euro,Cheque,0
487,70,2692,4862.7,US Dollar,4862.7,US Dollar,Cheque,1
488,38880,38880,3318.49,Euro,3318.49,Euro,Reinvestment,0
489,1,11047,6883.28,US Dollar,6883.28,US Dollar,ACH,1
490,45444,141846,3766.33,Australian Dollar,3766.33,Australian Dollar,ACH,1
491,1277,11,38952.09,Yuan,38952.09,Yuan,ACH,1
492,14172,7058,7150.22,Euro,7150.22,Euro,ACH,1
493,211362,211362,104192.29,Euro,104192.29,Euro,Reinvestment,0
494,17213,212655,26426.92,Yuan,26426.92,Yuan,Cheque,0
495,70,1595,10944.43,Euro,10944.43,Euro,Cash,0
496,37237,4308,120.95,Euro,120.95,Euro,Cash,0
497,17213,28335,1196.07,Yuan,1196.07,Yuan,Cheque,0
498,11,1,6684.41,US Dollar,6684.41,US Dollar,Credit Card,0
499,3202,21647,4622.14,US Dollar,4622.14,US Dollar,ACH,1
500,70,23494,3124.69,Rupee,3124.69,Rupee,Cash,1
501,63940,263186,15772.23,Saudi Riyal,15772.23,Saudi Riyal,Cheque,0
502,110821,21260,4152.48,US Dollar,4152.48,US Dollar,ACH,1
503,5383,24070,3915.06,Euro,3915.06,Euro,Credit Card,0
504,16298,117861,2878.62,Euro,2878.62,Euro,ACH,1
505,25885,214554,21998892.66,Euro,21998892.66,Euro,ACH,1
506,118970,12274,3125.7,Euro,3125.7,Euro,ACH,1
507,70,142146,514.51,Australian Dollar,514.51,Australian Dollar,Cheque,1
508,12,1291,348.5,US Dollar,348.5,US Dollar,ACH,1
509,70,119699,74204.38,Rupee,74204.38,Rupee,Cash,1
510,70,49280,6511.71,US Dollar,6511.71,US Dollar,Cheque,0
511,22185,1394,3111.58,US Dollar,3111.58,US Dollar,Cheque,0
512,42004,42234,6389.88,Australian Dollar,6389.88,Australian Dollar,ACH,1
513,345364,220270,148.96,Euro,148.96,Euro,Credit Card,0
514,22364,22364,2342.72,US Dollar,2342.72,US Dollar,Reinvestment,0
515,20,224,3271.85,US Dollar,3271.85,US Dollar,ACH,1
516,21438,18324,4494.58,US Dollar,4494.58,US Dollar,ACH,1
517,24216,227639,239.27,US Dollar,239.27,US Dollar,Cheque,0
518,24778,217226,4549.31,US Dollar,4549.31,US Dollar,ACH,1
519,41014,245768,2490.95,Mexican Peso,2490.95,Mexican Peso,Credit Card,0
520,20,11314,345.49,Euro,345.49,Euro,ACH,1
521,350596,249585,146.96,Brazil Real,146.96,Brazil Real,Cheque,0
522,234539,217215,4185.33,Euro,4185.33,Euro,ACH,1
523,70,18,174.59,Saudi Riyal,174.59,Saudi Riyal,Credit Card,1
524,252645,126991,4058.6,US Dollar,4058.6,US Dollar,ACH,1
525,232814,24643,577.89,Euro,577.89,Euro,ACH,1
526,70,224,4741.56,US Dollar,4741.56,US Dollar,Cheque,1
527,1217,1120,1234.5,US Dollar,1234.5,US Dollar,ACH,1
528,12702,217717,533.71,US Dollar,533.71,US Dollar,ACH,1
529,23033,127152,6855.96,Rupee,6855.96,Rupee,Cheque,0
530,70,121007,4735.11,US Dollar,4735.11,US Dollar,Credit Card,1
531,1217,349,306.54,US Dollar,306.54,US Dollar,ACH,1
532,12063,11255,19331.69,US Dollar,19331.69,US Dollar,ACH,1
533,17213,112827,2192.91,Yuan,2192.91,Yuan,Cheque,0
534,247088,149102,3430.2,Euro,3430.2,Euro,ACH,1
535,23,13,3013532.63,Yen,3013532.63,Yen,Credit Card,0
536,20,600,4692.23,Euro,4692.23,Euro,ACH,1
537,216,263186,4924.46,Saudi Riyal,4924.46,Saudi Riyal,Credit Card,0
538,10416,122967,3426.74,US Dollar,3426.74,US Dollar,Cheque,0
539,14162,5033,649.81,US Dollar,649.81,US Dollar,Credit Card,0
540,70,28102,202.08,US Dollar,202.08,US Dollar,Cash,1
541,19325,115771,2319.38,US Dollar,2319.38,US Dollar,ACH,1
542,70,15726,75360.47,Yen,75360.47,Yen,Cheque,1
543,139296,139296,210541.32,Euro,210541.32,Euro,Reinvestment,0
544,3460,14640,271.01,Euro,271.01,Euro,Cash,0
545,70,25463,3325.79,US Dollar,3325.79,US Dollar,Cheque,0
546,127170,224574,7342.07,Rupee,7342.07,Rupee,Credit Card,0
547,17891,15726,135425.25,Yen,135425.25,Yen,Cheque,0
548,70,212,63.45,Australian Dollar,63.45,Australian Dollar,Credit Card,0
549,363495,263186,339.29,Saudi Riyal,339.29,Saudi Riyal,ACH,0
550,10,149836,9982.39,Brazil Real,9982.39,Brazil Real,Credit Card,0
551,19414,14,199480.78,Rupee,199480.78,Rupee,ACH,1
552,11,1120,4127.23,US Dollar,4127.23,US Dollar,ACH,1
553,219054,219054,35723.77,US Dollar,35723.77,US Dollar,Reinvestment,0
554,18990,11337,662.86,US Dollar,662.86,US Dollar,Credit Card,0
555,70,132004,1285.14,US Dollar,1285.14,US Dollar,Credit Card,1
556,11968,120280,546.0,US Dollar,546.0,US Dollar,Wire,0
557,1394,5206,1800.72,US Dollar,1800.72,US Dollar,Credit Card,0
558,36392,116703,329.92,US Dollar,329.92,US Dollar,Cheque,0
559,352652,122459,343.0,US Dollar,343.0,US Dollar,ACH,0
560,11,22364,98.16,US Dollar,98.16,US Dollar,Credit Card,0
561,15516,5383,9041.06,Euro,9041.06,Euro,Cheque,0
562,123260,23642,561715.14,Rupee,561715.14,Rupee,Credit Card,0
563,17059,14213,1582.34,Euro,1582.34,Euro,ACH,1
564,15516,14652,6088.64,Euro,6088.64,Euro,Cheque,0
565,1807,18747,141.39,US Dollar,141.39,US Dollar,Wire,0
566,18121,225312,2349.01,Euro,2349.01,Euro,ACH,1
567,214,70426,0.398549,Bitcoin,0.398549,Bitcoin,Bitcoin,0
568,70,130826,182.95,Euro,182.95,Euro,Credit Card,1
569,118213,20511,28672.86,Yen,28672.86,Yen,ACH,1
570,22086,5206,754.88,US Dollar,754.88,US Dollar,ACH,1
571,231705,5383,51.07,Euro,51.07,Euro,Credit Card,0
572,131036,131036,977.82,Ruble,977.82,Ruble,Reinvestment,0
573,214,169261,81.0,Bitcoin,81.0,Bitcoin,Bitcoin,0
574,18,52788,1109.72,Swiss Franc,1109.72,Swiss Franc,Cheque,0
575,600,6829,550.19,Euro,550.19,Euro,Cheque,0
576,21246,1812,54.75,US Dollar,54.75,US Dollar,Credit Card,0
577,134720,147509,2455.49,US Dollar,2455.49,US Dollar,Cheque,0
578,10876,219815,24.74,Euro,24.74,Euro,ACH,0
579,264772,264772,59.23,Saudi Riyal,59.23,Saudi Riyal,Reinvestment,0
580,70,215766,395.88,US Dollar,395.88,US Dollar,Credit Card,1
581,5893,28335,18447.18,Yuan,18447.18,Yuan,ACH,1
582,69314,169309,1.306325,Bitcoin,1.306325,Bitcoin,Bitcoin,0
583,3460,120478,370.75,Euro,370.75,Euro,Cheque,0
584,18121,5981,18026.0,Euro,18026.0,Euro,ACH,1
585,70,21876,136.02,Euro,136.02,Euro,Credit Card,0
586,23033,125882,178143.95,Rupee,178143.95,Rupee,Cheque,0
587,6058,235373,3815.6,Euro,3815.6,Euro,ACH,1
588,20,11,9871.36,Euro,9871.36,Euro,ACH,1
589,1217,11,7301.09,US Dollar,7301.09,US Dollar,ACH,1
590,18665,135744,1168.01,US Dollar,1168.01,US Dollar,ACH,1
591,19,30959,4969.22,Ruble,4969.22,Ruble,Cheque,0
592,1126,118213,791974.19,Yen,791974.19,Yen,ACH,1
593,9976,26,2768.16,Yuan,2768.16,Yuan,Cheque,0
594,262290,12204,1461.77,US Dollar,1461.77,US Dollar,ACH,1
595,692,212840,5444.1,Yuan,5444.1,Yuan,ACH,0
596,325003,123568,13833.94,Rupee,13833.94,Rupee,Cheque,0
597,11701,1439,19111.57,US Dollar,19111.57,US Dollar,ACH,1
598,425,8087,725.88,Euro,725.88,Euro,Cheque,0
599,216,263025,4540.37,Saudi Riyal,4540.37,Saudi Riyal,Wire,0
600,3460,3460,466.34,Euro,466.34,Euro,Reinvestment,0
601,120478,21444,6.65,Euro,6.65,Euro,Credit Card,0
602,70,394,416.48,US Dollar,416.48,US Dollar,Cheque,1
603,70,12,83048.21,Yuan,83048.21,Yuan,Cheque,0
604,0,12055,857828.45,Euro,857828.45,Euro,ACH,1
605,12,9534,21339.46,Yuan,21339.46,Yuan,ACH,1
606,152907,52914,99.89,Swiss Franc,99.89,Swiss Franc,ACH,1
607,13354,113002,1423.29,US Dollar,1423.29,US Dollar,ACH,1
608,225606,226937,149271.23,Rupee,149271.23,Rupee,ACH,1
609,226851,139835,324.14,US Dollar,324.14,US Dollar,Cheque,0
610,170558,270392,0.01754,Bitcoin,0.01754,Bitcoin,Bitcoin,0
611,70,18,28705.15,Swiss Franc,28705.15,Swiss Franc,Cheque,1
612,19104,9735,104072.73,Yuan,104072.73,Yuan,Credit Card,0
613,17768,210858,5282.19,Yuan,5282.19,Yuan,Cheque,0
614,212642,210091,28578.12,Yuan,28578.12,Yuan,ACH,1
615,22264,25384,3283.15,Euro,3283.15,Euro,ACH,1
616,70,148698,651.76,Brazil Real,651.76,Brazil Real,Cheque,1
617,12,14195,8174.13,Euro,8174.13,Euro,ACH,1
618,24455,19622,14256.39,Euro,14256.39,Euro,Credit Card,0
619,70,163233,1441.44,Saudi Riyal,1441.44,Saudi Riyal,Credit Card,0
620,212996,18270,499415.47,US Dollar,499415.47,US Dollar,Cheque,0
621,214,169804,0.043938,Bitcoin,0.043938,Bitcoin,Bitcoin,0
622,134053,134744,3646.29,UK Pound,3646.29,UK Pound,ACH,1
623,2514,1422,18036.2,US Dollar,18036.2,US Dollar,ACH,1
624,70,11222,9179.11,US Dollar,9179.11,US Dollar,Cheque,1
625,237102,126631,552.56,US Dollar,552.56,US Dollar,Cheque,0
626,11701,1231,4543.99,US Dollar,4543.99,US Dollar,ACH,1
627,1422,21939,1608.17,US Dollar,1608.17,US Dollar,Cheque,0
628,69289,171669,0.008961,Bitcoin,0.008961,Bitcoin,Bitcoin,0
629,70,235053,1091.29,US Dollar,1091.29,US Dollar,Cheque,0
630,3,1217,14745.77,US Dollar,14745.77,US Dollar,ACH,1
631,20,600,4411.41,Euro,4411.41,Euro,ACH,1
632,11483,11483,236090.17,US Dollar,236090.17,US Dollar,Reinvestment,0
633,341782,341782,6723.02,Australian Dollar,6723.02,Australian Dollar,Reinvestment,0
634,531,20,12052.39,US Dollar,12052.39,US Dollar,ACH,1
635,23494,124359,348019.21,Rupee,348019.21,Rupee,ACH,1
636,70,24,3717.05,UK Pound,3717.05,UK Pound,Cheque,1
637,23033,19414,33042.5,Rupee,33042.5,Rupee,Credit Card,0
638,70,20,1648.49,US Dollar,1648.49,US Dollar,Cheque,0
639,70,8801,521.37,US Dollar,521.37,US Dollar,Cash,0
640,70,117916,5342.98,US Dollar,5342.98,US Dollar,Cheque,1
641,1291,214527,2547.51,US Dollar,2547.51,US Dollar,Credit Card,0
642,70,112438,5949.59,Euro,5949.59,Euro,Cash,0
643,70,7082,992.53,Yuan,992.53,Yuan,Cheque,1
644,5687,26179,980.24,US Dollar,980.24,US Dollar,ACH,1
645,3440,19325,2058.45,US Dollar,2058.45,US Dollar,Credit Card,0
646,72360,72360,0.001471,Bitcoin,0.001471,Bitcoin,Bitcoin,0
647,162861,137562,2822.43,Euro,2822.43,Euro,ACH,1
648,263431,65300,14114.28,Saudi Riyal,14114.28,Saudi Riyal,ACH,1
649,13821,20592,1952.94,US Dollar,1952.94,US Dollar,Cheque,0
650,18081,22185,2237.92,US Dollar,2237.92,US Dollar,Credit Card,0
651,20,1231,3784.51,US Dollar,3784.51,US Dollar,ACH,1
652,425,425,140.89,Canadian Dollar,91.13,Euro,ACH,0
653,13243,22435,6360.4,US Dollar,6360.4,US Dollar,ACH,1
654,23041,1639,7899.65,US Dollar,7899.65,US Dollar,ACH,1
655,233908,17102,848.97,Euro,848.97,Euro,ACH,1
656,7530,114983,3932.54,Euro,3932.54,Euro,ACH,1
657,12274,14652,2828.53,Euro,2828.53,Euro,Credit Card,0
658,111615,10920,28581.04,Yuan,28581.04,Yuan,ACH,1
659,215187,131787,134.92,US Dollar,134.92,US Dollar,Credit Card,0
660,117105,27737,3708.34,Euro,3708.34,Euro,ACH,1
661,113016,214527,29738.14,US Dollar,29738.14,US Dollar,Cheque,0
662,219,169671,0.010015,Bitcoin,0.010015,Bitcoin,Bitcoin,0
663,12,20,2400.5,Euro,2400.5,Euro,ACH,1
664,70,22693,6856.99,Euro,6856.99,Euro,Cheque,1
665,13125,1595,9786.57,Euro,9786.57,Euro,ACH,1
666,112,155119,47.6,Swiss Franc,47.6,Swiss Franc,ACH,0
667,36975,36975,123.3,Canadian Dollar,123.3,Canadian Dollar,Reinvestment,0
668,0,222654,111.68,Euro,111.68,Euro,Cheque,0
669,1,11,7138.29,US Dollar,7138.29,US Dollar,ACH,1
670,124273,26179,12673.29,US Dollar,12673.29,US Dollar,Cheque,1
671,70,0,1410.78,Euro,1410.78,Euro,Cheque,1
672,70,26616,705.93,Euro,705.93,Euro,Cash,1
673,112,260017,430.73,Shekel,430.73,Shekel,Cheque,0
674,148894,149453,11716.81,Brazil Real,11716.81,Brazil Real,ACH,1
675,8,8,1720.19,UK Pound,1720.19,UK Pound,ACH,1
676,18326,127530,189.19,US Dollar,189.19,US Dollar,ACH,1
677,269112,24999,4786.93,US Dollar,4786.93,US Dollar,ACH,1
678,116299,25400,742.3,Euro,742.3,Euro,ACH,1
679,692,19104,100203.77,Yuan,100203.77,Yuan,Cheque,0
680,23,11770,8534.4,US Dollar,8534.4,US Dollar,ACH,1
681,235943,135925,6879.53,Canadian Dollar,6879.53,Canadian Dollar,Cheque,0
682,124173,21438,4337.03,US Dollar,4337.03,US Dollar,ACH,1
683,14195,2557,205.17,Euro,205.17,Euro,Cheque,0
684,70,5572,9352.48,US Dollar,9352.48,US Dollar,Cash,1
685,5572,21393,3807.74,US Dollar,3807.74,US Dollar,ACH,1
686,70,11661,15307.42,US Dollar,15307.42,US Dollar,Cash,1
687,23,4,274184.22,Yen,274184.22,Yen,ACH,1
688,70,231905,5036.31,US Dollar,5036.31,US Dollar,Cheque,1
689,17289,115212,1394.58,Euro,1394.58,Euro,ACH,1
690,600,3,12155.74,Euro,12155.74,Euro,ACH,1
691,69465,169309,0.193982,Bitcoin,0.193982,Bitcoin,Bitcoin,1
692,12274,116186,335.42,Euro,335.42,Euro,ACH,1
693,5893,14133,3599.89,US Dollar,3599.89,US Dollar,ACH,1
694,24317,28644,40887.27,US Dollar,40887.27,US Dollar,ACH,1
695,5687,66573,6685.14,US Dollar,6685.14,US Dollar,Cheque,0
696,22185,1439,142.39,US Dollar,142.39,US Dollar,Cash,0
697,119732,123260,7271.67,Rupee,7271.67,Rupee,Credit Card,0
698,12063,24216,4918.05,US Dollar,4918.05,US Dollar,ACH,1
699,70,29,4310.37,UK Pound,4310.37,UK Pound,Cash,1
700,394,394,1917.68,US Dollar,1917.68,US Dollar,Reinvestment,0
701,110134,110134,27058058.54,Yuan,27058058.54,Yuan,Reinvestment,0
702,20,14,2999.38,Euro,2999.38,Euro,Cheque,0
703,394,1439,4451.15,US Dollar,4451.15,US Dollar,Credit Card,0
704,69465,71172,0.366164,Bitcoin,0.366164,Bitcoin,Bitcoin,1
705,110,40989,4142.32,Australian Dollar,4142.32,Australian Dollar,ACH,1
706,70,70850,0.015316,Bitcoin,0.015316,Bitcoin,Bitcoin,1
707,1595,25307,315.0,Euro,315.0,Euro,ACH,1
708,20,110856,3169793.3,US Dollar,3169793.3,US Dollar,ACH,0
709,230733,232523,3139.9,US Dollar,3139.9,US Dollar,ACH,1
710,215107,31694,4452.5,US Dollar,4452.5,US Dollar,ACH,1
711,25,123651,1734323.92,Rupee,1734323.92,Rupee,Credit Card,0
712,18,263186,351.75,Saudi Riyal,351.75,Saudi Riyal,Credit Card,0
713,1231,531,6224038.81,US Dollar,6224038.81,US Dollar,ACH,1
714,22364,117694,2106.55,US Dollar,2106.55,US Dollar,ACH,1
715,15461,6058,6828.99,Euro,6828.99,Euro,ACH,1
716,212633,13413,17830.0,Yuan,17830.0,Yuan,ACH,1
717,70,235735,6194.24,Canadian Dollar,6194.24,Canadian Dollar,Cheque,1
718,18121,5294,988.06,Euro,988.06,Euro,ACH,1
719,14,423,282.79,Euro,282.79,Euro,Credit Card,0
720,224,1394,9986.28,US Dollar,9986.28,US Dollar,ACH,1
721,29,216796,862.86,US Dollar,862.86,US Dollar,Cheque,0
722,692,692,78126.86,Yuan,78126.86,Yuan,Reinvestment,0
723,248756,49865,18105.43,Brazil Real,18105.43,Brazil Real,Credit Card,0
724,425,224,18769.83,US Dollar,18769.83,US Dollar,ACH,1
725,22890,22364,1783.67,US Dollar,1783.67,US Dollar,Credit Card,0
726,1439,1638,6714.81,US Dollar,6714.81,US Dollar,ACH,1
727,267070,64657,6712.07,Saudi Riyal,6712.07,Saudi Riyal,ACH,1
728,152768,152768,17752.75,Swiss Franc,17752.75,Swiss Franc,Credit Card,0
729,18,18,63.11,Saudi Riyal,63.11,Saudi Riyal,Reinvestment,0
730,1231,6314,7.19,US Dollar,7.19,US Dollar,Cheque,0
731,12055,4308,412.44,Euro,412.44,Euro,Cheque,0
732,25520,225606,1192201535.44,Rupee,1192201535.44,Rupee,Cheque,0
733,70,22185,253.28,US Dollar,253.28,US Dollar,Credit Card,0
734,131266,215107,4836.5,US Dollar,4836.5,US Dollar,ACH,1
735,69289,170566,0.141601,Bitcoin,0.141601,Bitcoin,Bitcoin,1
736,350184,149108,3615.32,Brazil Real,3615.32,Brazil Real,Credit Card,0
737,14408,129927,31484.52,US Dollar,31484.52,US Dollar,Cheque,0
738,24216,112568,2181.75,US Dollar,2181.75,US Dollar,ACH,1
739,11,224,23454.78,US Dollar,23454.78,US Dollar,Cheque,0
740,41126,141204,860.06,Australian Dollar,860.06,Australian Dollar,ACH,1
741,70,20737,152.39,Euro,152.39,Euro,Cash,1
742,235943,17,857.07,Canadian Dollar,857.07,Canadian Dollar,Credit Card,0
743,70,270372,0.039384,Bitcoin,0.039384,Bitcoin,Bitcoin,1
744,11,212405,14653.69,Yuan,14653.69,Yuan,Cheque,0
745,12063,20,433.99,Euro,433.99,Euro,ACH,1
746,5855,1394,3979.79,US Dollar,3979.79,US Dollar,ACH,1
747,11495,15875,465.21,US Dollar,465.21,US Dollar,Cheque,0
748,21939,41215,3858.79,US Dollar,3858.79,US Dollar,ACH,1
749,243494,231948,4470.33,US Dollar,4470.33,US Dollar,ACH,1
750,234539,153231,193.85,Euro,193.85,Euro,Credit Card,0
751,72,24320,3270.26,Rupee,3270.26,Rupee,Cheque,0
752,1720,211362,29.43,Euro,29.43,Euro,Credit Card,0
753,70,246140,930.58,Mexican Peso,930.58,Mexican Peso,Credit Card,1
754,11255,1277,4305.34,US Dollar,4305.34,US Dollar,ACH,1
755,215505,35571,133.37,Euro,133.37,Euro,Credit Card,0
756,30959,132407,17666.24,Ruble,17666.24,Ruble,Cheque,0
757,70,264772,4065.0,Saudi Riyal,4065.0,Saudi Riyal,Cheque,1
758,70,215571,41.58,US Dollar,41.58,US Dollar,Cheque,1
759,146058,28665,3438.0,Euro,3438.0,Euro,ACH,1
760,70,9976,76688.88,Yuan,76688.88,Yuan,Cash,1
761,70,24029,57.12,Euro,57.12,Euro,Credit Card,0
762,58138,158053,9419.75,Shekel,9419.75,Shekel,ACH,1
763,26922,7080,711.28,Yuan,711.28,Yuan,Credit Card,0
764,18121,118763,743.29,Euro,743.29,Euro,Cheque,0
765,11495,3500,12390.52,US Dollar,12390.52,US Dollar,Cash,0
766,154228,154228,242421.56,Swiss Franc,242421.56,Swiss Franc,Reinvestment,0
767,70,20592,2378.06,US Dollar,2378.06,US Dollar,Cheque,0
768,423,423,11331.44,Euro,11331.44,Euro,ACH,1
769,70,258196,28.26,US Dollar,28.26,US Dollar,Cheque,1
770,222439,17831,154.62,US Dollar,154.62,US Dollar,ACH,1
771,25788,25788,4418.15,Euro,4418.15,Euro,ACH,1
772,216796,113213,1387.18,US Dollar,1387.18,US Dollar,ACH,1
773,25,23539,678153.13,Rupee,678153.13,Rupee,ACH,0
774,49873,127980,1109.41,US Dollar,1109.41,US Dollar,ACH,1
775,216,216,67137.99,Saudi Riyal,67137.99,Saudi Riyal,ACH,0
776,21939,600,4275.02,Euro,4275.02,Euro,ACH,1
777,8,234614,10.41,UK Pound,10.41,UK Pound,Cash,0
778,164686,263186,2450.96,Saudi Riyal,2450.96,Saudi Riyal,Credit Card,0
779,692,211564,1547.68,Yuan,1547.68,Yuan,Credit Card,0
780,21393,1217,17602.15,US Dollar,17602.15,US Dollar,ACH,1
781,163897,263431,1813396.39,Saudi Riyal,1813396.39,Saudi Riyal,Cheque,0
782,26,8997,2303.54,Yuan,2303.54,Yuan,ACH,1
783,215571,215571,24.5,US Dollar,24.5,US Dollar,Reinvestment,0
784,70,0,12651.54,Euro,12651.54,Euro,Cheque,1
785,13,41014,350221.38,Mexican Peso,350221.38,Mexican Peso,Wire,0
